x,y,Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),code,ref_code
259.806522727118,0.004688533512972,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
282.006667735674,0.004525028884349,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
304.20681274423,0.004121428502919,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
326.406957752786,0.003561908521278,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
348.607102761342,0.002926454912768,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
370.807247769898,0.00229925808303,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
393.007392778454,0.001743772382665,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
415.20753778701,0.001281953544212,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
437.407682795566,0.000913800291641,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
459.607827804122,0.000638128763047,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
481.807972812678,0.000445208003763,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
504.008117821234,0.000310013868305,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
526.20826282979,0.00019596501883,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
548.408407838346,9.31847027890266E-05,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
570.608552846902,2.84492842124059E-05,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
592.808697855458,5.13221075474207E-06,Magnesium (mg/d),2015,Canada excluding territories,Female,51-70,13,251
39.5965622788497,3.07088544992604E-06,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
53.7392988382818,2.55023091456787E-05,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
67.8820353977139,0.000129921310561,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
82.0247719571459,0.000431086998757,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
96.167508516578,0.001017767019093,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
110.31024507601,0.00189445553637,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
124.452981635442,0.003010769935486,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
138.595718194874,0.004254455047077,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
152.738454754306,0.005459667153438,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
166.881191313738,0.006455293348639,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
181.02392787317,0.007089913153638,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
195.166664432602,0.007251408261523,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
209.309400992035,0.006919557484729,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
223.452137551467,0.006211698573561,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
237.594874110899,0.005298510489883,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
251.737610670331,0.004318853890657,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
265.880347229763,0.003371744015492,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
280.023083789195,0.002523865393004,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
294.165820348627,0.001815101279009,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
308.308556908059,0.00126678948147,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
322.451293467491,0.000873909477635,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
336.594030026923,0.000589037099575,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
350.736766586355,0.000351301277776,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
364.879503145787,0.000157551457976,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
379.022239705219,4.62857960871212E-05,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
393.164976264651,8.21855061734895E-06,Magnesium (mg/d),2015,Canada excluding territories,Both,1-3,2,240
85.0495987271415,3.23165539435521E-06,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
98.340505621042,2.67231925921162E-05,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
111.631412514942,0.000134946402545,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
124.922319408843,0.000441798389974,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
138.213226302743,0.001028752474394,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
151.504133196644,0.001905230109694,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
164.795040090544,0.0030616794535,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
178.085946984445,0.004414667560783,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
191.376853878345,0.005742878637727,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
204.667760772246,0.006803580146325,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
217.958667666146,0.007456258750542,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
231.249574560047,0.007637622124748,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
244.540481453947,0.007349583030655,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
257.831388347848,0.006689001840117,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
271.122295241748,0.005781586160013,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
284.413202135648,0.004744630045949,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
297.704109029549,0.003715834423079,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
310.995015923449,0.002794474268172,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
324.28592281735,0.002014907373396,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
337.57682971125,0.001398354430412,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
350.867736605151,0.000948576996184,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
364.158643499051,0.000625726059309,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
377.449550392952,0.000368847629874,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
390.740457286852,0.000165476355116,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
404.031364180753,4.88287764144166E-05,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
417.322271074653,8.69723733364358E-06,Magnesium (mg/d),2015,Canada excluding territories,Both,4-8,3,241
55.164533189161,2.30322077483098E-06,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
75.0044945590999,1.98745158869419E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
94.8444559290388,0.000104303813737,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
114.684417298978,0.000354068661999,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
134.524378668917,0.000852227995003,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
154.364340038855,0.001609164618767,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
174.204301408794,0.002565392313095,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
194.044262778733,0.003581578870595,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
213.884224148672,0.00447580551789,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
233.724185518611,0.005089883215444,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
253.56414688855,0.005316023170185,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
273.404108258489,0.00514241334522,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
293.244069628428,0.004676124190011,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
313.084030998367,0.004050349725484,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
332.923992368305,0.003352540452104,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
352.763953738244,0.002653102313943,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
372.603915108183,0.002022487310994,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
392.443876478122,0.001501149041076,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
412.283837848061,0.001083582109684,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
