"x","y"
59.2155699967304,1.52310723595066e-06
60.7880826605739,1.71437332179279e-06
62.3605953244175,1.92927408989021e-06
63.933107988261,2.17256303099566e-06
65.5056206521045,2.43833891842531e-06
67.0781333159481,2.72783358122673e-06
68.6506459797916,3.06207678486362e-06
70.2231586436351,3.42635473327002e-06
71.7956713074786,3.82183215382286e-06
73.3681839713222,4.26522942594956e-06
74.9406966351657,4.75784263747931e-06
76.5132092990092,5.29143086589552e-06
78.0857219628528,5.87260254483156e-06
79.6582346266963,6.53002257804e-06
81.2307472905398,7.24035199613628e-06
82.8032599543833,8.00534661819095e-06
84.3757726182269,8.85996442038832e-06
85.9482852820704,9.79321958404405e-06
87.5207979459139,1.07958591179256e-05
89.0933106097575,1.18863124428163e-05
90.665823273601,1.30967432000152e-05
92.2383359374445,1.43937836230037e-05
93.8108486012881,1.5779866493539e-05
95.3833612651316,1.73206967162129e-05
96.9558739289751,1.89772564761978e-05
98.5283865928186,2.07430451550385e-05
100.100899256662,2.2658133872224e-05
101.673411920506,2.47475479715065e-05
103.245924584349,2.6968778042938e-05
104.818437248193,2.93249106089307e-05
106.390949912036,3.19279655371502e-05
107.96346257588,3.46878076330811e-05
109.535975239723,3.76076208969428e-05
111.108487903567,4.07616584795067e-05
112.68100056741,4.41496324415544e-05
114.253513231254,4.77242975477479e-05
115.826025895097,5.15082723027377e-05
117.398538558941,5.56187361621202e-05
118.971051222785,5.99437017995694e-05
120.543563886628,6.44868611926263e-05
122.116076550472,6.93697215777767e-05
123.688589214315,7.45426931955638e-05
125.261101878159,7.99620587925703e-05
126.833614542002,8.56814919404237e-05
128.406127205846,9.18001110411377e-05
129.978639869689,9.81928086296877e-05
131.551152533533,0.000104863133105652
133.123665197376,0.000111990037182645
134.69617786122,0.000119449801133009
136.268690525063,0.000127213221918382
137.841203188907,0.000135374765191563
139.41371585275,0.000143989370586664
140.986228516594,0.000152931374093616
142.558741180437,0.000162203727182193
144.131253844281,0.000172046666060194
145.703766508125,0.000182243618916762
147.276279171968,0.000192791064452434
148.848791835812,0.000203829419233786
150.421304499655,0.000215346509452831
151.993817163499,0.000227230519658017
153.566329827342,0.000239512651939976
155.138842491186,0.000252402253584783
156.711355155029,0.000265671073021839
158.283867818873,0.000279320342931511
159.856380482716,0.000293535138742723
161.42889314656,0.000308222826432709
163.001405810403,0.000323298123075508
164.573918474247,0.000338829387052775
166.14643113809,0.000354955400677928
167.718943801934,0.000371471764291899
169.291456465777,0.00038837851732473
170.863969129621,0.000405897757939193
172.436481793465,0.000423855862676545
174.008994457308,0.000442202097813325
175.581507121152,0.000461039307335698
177.154019784995,0.000480426139663539
178.726532448839,0.000500194885301246
180.299045112682,0.000520344504466095
181.871557776526,0.000541121899525536
183.444070440369,0.000562283839782117
185.016583104213,0.000583816249661966
186.589095768056,0.000605849090192954
188.1616084319,0.000628363763042883
189.734121095743,0.000651235362922003
191.306633759587,0.000674483618352681
192.87914642343,0.000698300621355838
194.451659087274,0.00072245823276342
196.024171751117,0.00074695408907595
197.596684414961,0.000771934678182846
199.169197078805,0.000797316590669267
200.741709742648,0.000823017564667257
202.314222406492,0.000849083184705831
203.886735070335,0.000875619990360871
205.459247734179,0.000902454472961521
207.031760398022,0.000929583671596317
208.604273061866,0.000957157640971556
210.176785725709,0.000985047041469494
211.749298389553,0.00101320735050889
213.321811053396,0.00104169956215076
214.89432371724,0.00107055857030109
216.466836381083,0.00109966266593608
218.039349044927,0.00112900834001224
219.61186170877,0.00115873377322075
221.184374372614,0.0011886876673843
222.756887036457,0.00121885494008526
224.329399700301,0.00124929870692854
225.901912364144,0.00128000165935027
227.474425027988,0.00131088772546755
229.046937691832,0.0013419604939936
230.619450355675,0.0013733049045221
232.191963019519,0.00140480007479341
233.764475683362,0.00143644157447343
235.336988347206,0.00146827842479384
236.909501011049,0.00150026611794237
238.482013674893,0.00153236535781118
240.054526338736,0.00156458410226329
241.62703900258,0.00159694099247142
243.199551666423,0.00162937266778167
244.772064330267,0.00166187416554548
246.34457699411,0.00169446161220107
247.917089657954,0.00172709418569659
249.489602321797,0.0017597577133337
251.062114985641,0.00179244803869344
252.634627649484,0.00182514440100724
254.207140313328,0.00185783133028351
255.779652977172,0.00189050345019607
257.352165641015,0.00192312385348724
258.924678304859,0.00195569120750013
260.497190968702,0.00198820201126062
262.069703632546,0.00202062197384169
263.642216296389,0.00205292359892879
265.214728960233,0.00208512622442494
266.787241624076,0.00211722044606079
268.35975428792,0.00214910835173061
269.932266951763,0.00218085455080886
271.504779615607,0.00221245346025404
273.07729227945,0.00224382281067202
274.649804943294,0.00227496444365322
276.222317607137,0.00230591640922799
277.794830270981,0.00233664597510243
279.367342934824,0.00236703656785858
280.939855598668,0.00239719593803373
282.512368262512,0.00242711873774691
284.084880926355,0.00245665910632316
285.657393590199,0.0024858839643657
287.229906254042,0.00251483230201195
288.802418917886,0.00254343204284138
290.374931581729,0.00257158574504896
291.947444245573,0.00259942486716497
293.519956909416,0.00262694456973224
