"x","y"
667.650636005293,1.90607630753586e-07
679.412194625229,2.14510673522254e-07
691.173753245165,2.40591544916306e-07
702.9353118651,2.70840307182232e-07
714.696870485036,3.03887070009263e-07
726.458429104972,3.39843503912796e-07
738.219987724908,3.8028320141608e-07
749.981546344844,4.25353223134758e-07
761.74310496478,4.74281450363472e-07
773.504663584715,5.27712319622566e-07
785.266222204651,5.88362646398922e-07
797.027780824587,6.54041791922384e-07
808.789339444523,7.2492150388976e-07
820.550898064459,8.04415275315439e-07
832.312456684395,8.91410296740202e-07
844.07401530433,9.85067652746612e-07
855.835573924266,1.08726803034157e-06
867.597132544202,1.20099603057252e-06
879.358691164138,1.32311536101947e-06
891.120249784074,1.45386890713143e-06
902.88180840401,1.599873545412e-06
914.643367023945,1.75704283710346e-06
926.404925643881,1.92489743536264e-06
938.166484263817,2.10765025971439e-06
949.928042883753,2.30736304007524e-06
961.689601503689,2.52008027030231e-06
973.451160123625,2.74643884403113e-06
985.21271874356,2.99705618982035e-06
996.974277363496,3.26324391188177e-06
1008.73583598343,3.54535596400035e-06
1020.49739460337,3.85138487331885e-06
1032.2589532233,4.18039873192504e-06
1044.02051184324,4.52814240296507e-06
1055.78207046318,4.89758235135683e-06
1067.54362908311,5.29937945158727e-06
1079.30518770305,5.72285648838714e-06
1091.06674632298,6.16840410184679e-06
1102.82830494292,6.64935949666552e-06
1114.58986356285,7.15901139200767e-06
1126.35142218279,7.69376227813592e-06
1138.11298080273,8.2602514561493e-06
1149.87453942266,8.86661638817693e-06
1161.6360980426,9.50108559868536e-06
1173.39765666253,1.01640442173642e-05
1185.15921528247,1.08754600268557e-05
1196.92077390241,1.16199024013936e-05
1208.68233252234,1.23956994381003e-05
1220.44389114228,1.32143485244634e-05
1232.20544976221,1.40784778909989e-05
1243.96700838215,1.49766107614028e-05
1255.72856700208,1.59103415424954e-05
1267.49012562202,1.69030605869316e-05
1279.25168424196,1.79321356211424e-05
1291.01324286189,1.8997839672036e-05
1302.77480148183,2.01171889147135e-05
1314.53636010176,2.12846918048521e-05
